text,sentiment,text_indexes
jayy it might hav to cost u a history essay,0,"[15505, 9, 314, 1498, 3, 1605, 57, 5, 1088, 1665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
woot,1,"[1360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sleeeeeeeepy im off goodnight twitterverse,0,"[1, 14, 86, 433, 2590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is watching the final episode of er goon subo  win britians got talent,1,"[10, 145, 4, 652, 673, 13, 1523, 16972, 16973, 467, 16974, 46, 1051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
girls louise you r not adopted ballet it is youll love it and then the cocktails after even more,1,"[472, 3504, 8, 418, 27, 5671, 1, 9, 10, 621, 43, 9, 7, 102, 4, 5128, 151, 155, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yes haha and then when he impaled himself with the crossed keys love scottishtryingtobeirish ewan mcgregor,1,"[161, 97, 7, 102, 81, 113, 19941, 2170, 22, 4, 1455, 1604, 43, 19942, 19943, 19944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
henrie you are amazingg replyy its a dream come true if you would reply to me,1,"[2637, 8, 36, 1, 1, 24, 5, 636, 137, 514, 68, 8, 105, 631, 3, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i miss our walks home together,2,"[2, 89, 184, 5126, 75, 660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the sun is attempting to increase her efforts alas the same cannot be said for me i see a bath a couch a book in my immediate future,2,"[4, 298, 10, 2890, 3, 8965, 99, 8966, 2168, 4, 227, 866, 25, 253, 12, 16, 2, 66, 5, 1894, 5, 2118, 5, 419, 11, 6, 7647, 1141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
at work agh i really need to go with you what days do you go so that i can add it to my schedule,1,"[26, 45, 4326, 2, 59, 94, 3, 39, 22, 8, 58, 149, 42, 8, 39, 18, 19, 2, 65, 749, 9, 3, 6, 1591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh man thats rough sounded like the weekend went well get some sleep,0,"[82, 211, 95, 2410, 4731, 37, 4, 140, 222, 70, 35, 69, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just found out one of my ankles is swolleneeks now it hurts,2,"[21, 306, 33, 52, 13, 6, 18886, 10, 18887, 32, 9, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
where is the rain please come out,0,"[205, 10, 4, 300, 197, 137, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
huh whats wrong with unix environment devs,2,"[910, 345, 434, 22, 16194, 6790, 9159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
so when are you guys coming to alabamayou were supposed to be there tonight but cancelledi had great seats,0,"[18, 81, 36, 8, 193, 291, 3, 1, 120, 593, 3, 25, 67, 118, 20, 1, 64, 90, 2518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
awww ok lol hopefully by than im still here and not back over in the states,1,"[429, 172, 54, 439, 119, 174, 14, 79, 88, 7, 27, 61, 138, 11, 4, 1890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
though i have to admit that seems less less tempting who has time when there are more complete packages to be had,0,"[127, 2, 17, 3, 2112, 19, 448, 608, 608, 5383, 173, 92, 56, 81, 67, 36, 83, 1462, 1, 3, 25, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pina not goodhe wouldnt like his girl flirting with his colleagueswould he,2,"[14271, 27, 14272, 645, 37, 171, 226, 6508, 22, 171, 14273, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 things to do the last thing on my mind is cleaning up everyones cake mess,2,"[246, 3, 42, 4, 91, 158, 15, 6, 497, 10, 623, 34, 1628, 719, 1251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erincharde yea as an afterthought,0,"[10419, 561, 76, 87, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
found which exit to take thanks,1,"[306, 379, 5609, 3, 178, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nooo poor cat he just wants a cuddle or food its hard to tell,2,"[2034, 313, 607, 113, 21, 402, 5, 2770, 104, 390, 24, 266, 3, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
meeting just in time that iaaam trying to win something prizes friday,0,"[665, 21, 11, 56, 19, 1172, 213, 3, 467, 207, 4806, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is sooo stressed about everything i have to do,2,"[10, 415, 1530, 62, 371, 2, 17, 3, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thai food with natalie she loves this stuff that makes me smile,1,"[3981, 390, 22, 3982, 129, 541, 31, 310, 19, 294, 16, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thought yes man was good had a blast with old friends tonight and heard some great music,1,"[233, 161, 211, 28, 30, 64, 5, 1356, 22, 215, 186, 118, 7, 508, 69, 90, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i want a garden sitting inside when its sunny sucks,2,"[2, 73, 5, 751, 449, 830, 81, 24, 615, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
says i love you mom ,1,"[405, 2, 43, 8, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh emm gee quebec in  days i am so excited,1,"[82, 1, 7186, 10593, 11, 149, 2, 53, 18, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ew sorry zach,2,"[1816, 114, 4184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just seen  of the fat single mums from up the road seductively sprawled across some poor blokes bonnet he probably needs new shockers,2,"[21, 393, 13, 4, 1299, 994, 909, 50, 34, 4, 1156, 18252, 18253, 1209, 69, 313, 18254, 18255, 113, 381, 567, 72, 18256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pills we have a punching bag here but ive never touched it covered with my brothers sweat but u can use it if u want hehe,0,"[2244, 63, 17, 5, 10509, 1100, 88, 20, 130, 156, 3333, 9, 2031, 22, 6, 740, 4489, 20, 57, 65, 372, 9, 68, 57, 73, 519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hahaha wow thanks bud p but my plan is to pretend its a costume i wish it were cold so i could wear a sweatshirt over this,1,"[413, 251, 84, 2214, 537, 20, 6, 802, 10, 3, 3580, 24, 5, 3061, 2, 109, 9, 120, 352, 18, 2, 135, 785, 5, 7005, 138, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yup theory is great but the reality is beyond imagination i also made the same planning not knowing vs will fail on me,0,"[1021, 2584, 10, 90, 20, 4, 1701, 10, 1854, 3604, 2, 240, 203, 4, 227, 1063, 27, 2085, 1731, 60, 528, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh no todays jay lenos last show well miss u mr leno,2,"[82, 38, 1571, 1309, 5361, 91, 168, 70, 89, 57, 786, 1769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cant believe er is all over,0,"[49, 358, 1523, 10, 29, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ugh i wanna play dnd but i know im going to fail this final i need to study,2,"[265, 2, 199, 290, 11289, 20, 2, 55, 14, 47, 3, 528, 31, 652, 2, 94, 3, 758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
no panasonic chargersorry,2,"[38, 12036, 12037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i wont make u cry,1,"[2, 166, 122, 57, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
city dippin iz u fun so much eye candy out herei remember y i miss lol,1,"[606, 10478, 6055, 57, 103, 18, 80, 1152, 2583, 33, 1, 486, 884, 2, 89, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
repinging why didnt you go to prom bc my bf didnt like my friends,2,"[6989, 110, 117, 8, 39, 3, 825, 844, 6, 1407, 117, 37, 6, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ugh i cant access through my mobile web,2,"[265, 2, 49, 1160, 370, 6, 1032, 921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i havent had one for a long time too expensive,2,"[2, 283, 64, 52, 12, 5, 163, 56, 44, 1093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i so wish i could get pregnant,1,"[2, 18, 109, 2, 135, 35, 3535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
haha how could u dun eat properly rt see lar go take medicine,0,"[97, 78, 135, 57, 2607, 374, 1569, 4379, 66, 9866, 39, 178, 3134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
my hair wont turn whiiite,0,"[6, 315, 166, 555, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tried nokias ovi music store nokia music does not currently support the mozilla firefox mac os x browser on your operating system,0,"[482, 17221, 6910, 326, 738, 6911, 326, 328, 27, 1186, 1018, 4, 17222, 2054, 923, 3032, 206, 2857, 15, 41, 7898, 1453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
happy mothers day,1,"[51, 77, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
off to the cheese counter i go thanks,1,"[86, 3, 4, 861, 6560, 2, 39, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
market whn goes lower also problem and when it goes like a wild bull also problem,2,"[2363, 5617, 543, 2923, 240, 562, 7, 81, 9, 543, 37, 5, 1660, 4712, 240, 562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
welcome to minnesoooooooota free up some time this trip to catch up wont be at cliquot club though they closed,0,"[363, 3, 1, 404, 34, 69, 56, 31, 490, 3, 594, 34, 166, 25, 26, 1, 849, 127, 85, 958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
on my way home in the sunshine with a bag full of my stuff from work,0,"[15, 6, 136, 75, 11, 4, 767, 22, 5, 1100, 444, 13, 6, 310, 50, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
repinging b is it pathetic that my mom is my best friend hell know i talk to my mom bout everything everythinggg,1,"[6989, 383, 10, 9, 2730, 19, 6, 175, 10, 6, 154, 245, 395, 55, 2, 329, 3, 6, 175, 585, 371, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hi everybody im having my lunch break at work and enjoying a nice cup of coffee,1,"[292, 778, 14, 159, 6, 338, 473, 26, 45, 7, 762, 5, 125, 944, 13, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just wanna be there tonight,0,"[21, 199, 25, 67, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hahah no not that valley thats cool valley texas valley likerio grande valley ahhaha i wish i lived in california valley,1,"[930, 38, 27, 19, 2949, 95, 179, 2949, 1808, 2949, 16586, 4803, 2949, 16587, 2, 109, 2, 1303, 11, 1412, 2949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
megan thats all ive seen too  till  is the  hours i normally sleep so i missed it mad haha,2,"[5264, 95, 29, 130, 393, 44, 299, 10, 4, 196, 2, 2017, 134, 18, 2, 243, 9, 669, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
got my hair rebonded at some korean place dude my hair is fin fried cut  already now just chopping it off,2,"[46, 6, 315, 17760, 26, 69, 4574, 391, 471, 6, 315, 10, 9520, 2853, 664, 198, 32, 21, 17761, 9, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gdgd well i better go and get ready for work haha have fun tonight x x,1,"[1, 70, 2, 128, 39, 7, 35, 216, 12, 45, 97, 17, 103, 118, 206, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ryanseacrest hi there might be a problem as it says no stream online wats not right,2,"[1, 292, 67, 314, 25, 5, 562, 76, 9, 405, 38, 2630, 445, 2264, 27, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
finally picked up some handwraps but struggling to wrap my stronger hand with the other defo should have got some a lot sooner though,2,"[224, 1501, 34, 69, 13913, 20, 5269, 3, 3190, 6, 5270, 816, 22, 4, 244, 3519, 133, 17, 46, 69, 5, 307, 3191, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
its tough being a thick chik,2,"[24, 1545, 164, 5, 4584, 15532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one more day baby,0,"[52, 83, 23, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
am listening to darren hayess spin am talkin to my wacky friend whos going insane i aint at all tired and im messed up bout things,2,"[53, 362, 3, 9225, 17227, 6912, 53, 1773, 3, 6, 9406, 245, 1280, 47, 2059, 2, 651, 26, 29, 192, 7, 14, 1333, 34, 585, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just woke upfor once i managed to sleep in going out for lunch later then back to essay,0,"[21, 397, 12379, 481, 2, 1630, 3, 134, 11, 47, 33, 12, 338, 268, 102, 61, 3, 1665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nugget bit jack i told him not to poke the poor hamster,2,"[9728, 241, 1338, 2, 533, 147, 27, 3, 9223, 4, 313, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
